TicketID,TicketDatetime,TicketType,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,SubjectRace,SubjectGender,SubjectAge
-753289,30-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-751930,30-Dec-20,Warning,American Indian or Alaskan Native,Male,63,87F  ,M20-1002,SPEEDING,White,Female,40
-753288,30-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753287,30-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753286,30-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753285,30-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-751913,30-Dec-20,Traffic,American Indian or Alaskan Native,Male,63,87F  ,M20-1001,EXC SPEEDING,White,Male,47
-751914,30-Dec-20,Traffic,Black,Male,31,87F  ,M20-543,NO INSURANCE VERIF,White,Male,57
-752117,30-Dec-20,Traffic,Black,Male,31,87F  ,M20-543,NO INSURANCE VERIF,White,Male,57
-751984,30-Dec-20,Traffic,White,Male,33,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Female,28
-753039,30-Dec-20,Traffic,White,Male,54,87F  ,M20-510,IMP REGISTRATION,Black,Male,36
-753399,30-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753397,30-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753398,30-Dec-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-752834,30-Dec-20,Traffic,White,Male,34,87F  ,M20-510,IMP REGISTRATION,White,Male,36
-752835,30-Dec-20,Traffic,White,Male,34,87F  ,M20-509,DR W/O LICENSE,White,Male,36
-753396,30-Dec-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753395,30-Dec-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753393,30-Dec-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753394,30-Dec-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753478,30-Dec-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753391,30-Dec-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753392,30-Dec-20,Parking,Black,Male,40,87F  ,20-807(1)G,SIGN: NO PARKING THIS SIDE,Unknown,Unknown,40
-753477,30-Dec-20,Parking,White,Male,61,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-752122,29-Dec-20,Warning,White,Male,39,87F  ,M20-602,IMP EQUIP/CARS,White,Male,19
-752123,29-Dec-20,Warning,White,Male,39,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Male,19
-751842,29-Dec-20,Traffic,White,Male,58,87F  ,M20-1001,EXC SPEEDING,Black,Male,20
-751841,29-Dec-20,Traffic,White,Male,58,87F  ,M20-1001,EXC SPEEDING,White,Male,19
-753284,29-Dec-20,Parking,White,Female,,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-753283,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753282,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753281,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753280,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753279,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753278,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753277,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753276,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753275,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753274,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753273,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753272,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753271,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-753270,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-751838,29-Dec-20,Traffic,White,Male,37,87F  ,M20-509C2,DUS,White,Female,47
-751839,29-Dec-20,Traffic,White,Male,37,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Female,47
-753269,29-Dec-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-752833,29-Dec-20,Traffic,White,Male,34,87F  ,M20-1109,DIS TRAF SIG/RED,White,Female,70
-753476,29-Dec-20,Warning,White,Male,61,87F  ,20-805(12),SIDEWALK,Unknown,Unknown,40
-753390,29-Dec-20,Parking,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-752832,29-Dec-20,Warning,White,Male,34,87F  ,M20-1001,EXC SPEEDING,White,Female,50
-752831,29-Dec-20,Warning,White,Male,34,87F  ,M20-1001,EXC SPEEDING,White,Female,25
-753389,29-Dec-20,Warning,Black,Male,40,87F  ,20-805(12),SIDEWALK,Unknown,Unknown,40
-753388,29-Dec-20,Parking,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-751988,29-Dec-20,Traffic,White,Male,34,87F  ,M20-537,FTY - LEFT TURN,White,Male,27
-753387,29-Dec-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753038,29-Dec-20,Traffic,White,Male,54,87F  ,M20-510,IMP REGISTRATION,White,Female,17
-753475,29-Dec-20,Parking,White,Male,61,87F  ,20-814,NEGLIGENT PARKING,Unknown,Unknown,40
-753472,29-Dec-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753473,29-Dec-20,Warning,White,Male,61,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-753474,29-Dec-20,Warning,White,Male,61,87F  ,20-805(5),IN BICYCLE LANE,Unknown,Unknown,40
-753471,29-Dec-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753386,29-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753470,29-Dec-20,Warning,White,Male,61,87F  ,20-807(1)H,SIGN: NO PARKING 8 TO 5,Unknown,Unknown,40
-751917,29-Dec-20,Warning,Black,Male,36,87F  ,M20-810,FAIL TO STOP,Asian,Female,46
-751918,29-Dec-20,Warning,Black,Male,36,87F  ,M20-810,FAIL TO STOP,White,Male,39
-751840,29-Dec-20,Traffic,White,Male,58,87F  ,M20-1001,EXC SPEEDING,White,Male,19
-751783,28-Dec-20,Warning,White,Male,36,87F  ,M20-602,IMP EQUIP/CARS,White,Male,33
-751921,28-Dec-20,Warning,White,Male,36,87F  ,M20-510,IMP REGISTRATION,White,Male,33
-751788,28-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,66
-752591,28-Dec-20,Warning,White,Male,33,87F  ,M20-602,IMP EQUIP/CARS,White,Male,62
-752592,28-Dec-20,Warning,White,Male,33,87F  ,M20-510,IMP REGISTRATION,White,Male,62
-752830,28-Dec-20,Traffic,White,Male,34,87F  ,M20-810,FAIL TO STOP,White,Male,49
-752938,28-Dec-20,Traffic,Asian,Male,30,87F  ,M20-510,IMP REGISTRATION,White,Female,23
-753385,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753384,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-752937,28-Dec-20,Traffic,Asian,Male,30,87F  ,M20-809,FAIL TO YIELD,White,Female,57
-751782,28-Dec-20,Traffic,White,Male,41,87F  ,M20-510,IMP REGISTRATION,White,Female,70
-753468,28-Dec-20,Warning,White,Male,61,87F  ,20-815,OVERSIZE VEH/RESIDENTIAL,Unknown,Unknown,40
-753469,28-Dec-20,Warning,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-751790,28-Dec-20,Traffic,White,Male,25,87F  ,M20-1001,EXC SPEEDING,White,Female,21
-752829,28-Dec-20,Traffic,White,Male,34,87F  ,M20-510,IMP REGISTRATION,White,Female,23
-751919,28-Dec-20,Warning,White,Male,25,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Male,20
-751920,28-Dec-20,Warning,White,Male,25,87F  ,M20-1002,SPEEDING,White,Male,20
-753383,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-751922,28-Dec-20,Warning,White,Male,31,87F  ,M20-510,IMP REGISTRATION,White,Male,48
-753467,28-Dec-20,Warning,White,Male,61,87F  ,20-806(2),15 FT OF FIRE HYDRANT,Unknown,Unknown,40
-753382,28-Dec-20,Warning,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-753466,28-Dec-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753465,28-Dec-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-753380,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753381,28-Dec-20,Warning,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-753463,28-Dec-20,Warning,White,Male,61,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-753464,28-Dec-20,Warning,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753378,28-Dec-20,Warning,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-753379,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753462,28-Dec-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-753377,28-Dec-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-752124,28-Dec-20,Warning,White,Male,50,87F  ,M20-510,IMP REGISTRATION,White,Male,34
-753461,28-Dec-20,Warning,White,Male,61,87F  ,20-807(1)H,SIGN: NO PARKING 8 TO 5,Unknown,Unknown,40
-751781,28-Dec-20,Traffic,White,Male,50,87F  ,M20-515,WRONG WAY ON ONE WAY,American Indian or Alaskan Native,Male,68
-751986,27-Dec-20,Warning,White,Male,27,87F  ,M20-602,IMP EQUIP/CARS,Black,Male,20
-752395,27-Dec-20,Traffic,White,Male,23,87F  ,M20-1001,EXC SPEEDING,Unknown,Male,17
-752396,27-Dec-20,Traffic,White,Male,23,87F  ,M20-602,IMP EQUIP/CARS,Unknown,Male,17
-751766,27-Dec-20,Traffic,White,Male,34,87F  ,M20-509C2,DUS,White,Male,41
-751767,27-Dec-20,Warning,White,Male,34,87F  ,M20-519,RECKLESS DRIVING,White,Male,41
-751768,27-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Male,41
-752325,27-Dec-20,Traffic,,,,87F  ,M20-509C2,DUS,White,Male,38
-752326,27-Dec-20,Traffic,,,,87F  ,M20-1001,EXC SPEEDING,White,Male,38
-752327,27-Dec-20,Traffic,,,,87F  ,M20-543,NO INSURANCE VERIF,White,Male,38
-752328,27-Dec-20,Warning,,,,87F  ,M20-510,IMP REGISTRATION,White,Male,38
-752896,27-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Female,22
-751777,27-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,American Indian or Alaskan Native,Female,30
-751778,27-Dec-20,Traffic,White,Male,31,87F  ,20-509A,DR W/O DL IN POSSESSION,American Indian or Alaskan Native,Female,30
-751773,27-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,37
-752828,27-Dec-20,Warning,White,Male,34,87F  ,M20-510,IMP REGISTRATION,White,Male,21
-751779,27-Dec-20,Traffic,White,Male,25,87F  ,M20-1001,EXC SPEEDING,Asian,Male,49
-752827,27-Dec-20,Warning,White,Male,34,87F  ,M20-602,IMP EQUIP/CARS,Black,Female,33
-752826,27-Dec-20,Warning,White,Male,34,87F  ,M20-602,IMP EQUIP/CARS,White,Female,18
-751774,27-Dec-20,Traffic,White,Male,25,87F  ,M20-509,DR W/O LICENSE,White,Female,43
-752936,27-Dec-20,Traffic,Asian,Male,30,87F  ,M20-810,FAIL TO STOP,White,Male,30
-752825,27-Dec-20,Traffic,White,Male,34,87F  ,M20-608,SEATBELT VIOL,Unknown,Male,44
-752935,27-Dec-20,Traffic,Asian,Male,30,87F  ,M20-1001,EXC SPEEDING,White,Female,27
-751780,27-Dec-20,Traffic,White,Female,45,87F  ,M20-1001,EXC SPEEDING,Black,Female,19
-752699,27-Dec-20,Warning,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Male,38
-752700,27-Dec-20,Warning,White,Male,36,87F  ,M20-510,IMP REGISTRATION,White,Male,38
-752701,27-Dec-20,Traffic,White,Male,36,87F  ,M20-543,NO INSURANCE VERIF,White,Male,38
-751776,27-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Male,21
-752696,27-Dec-20,Warning,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Female,20
-752697,27-Dec-20,Warning,White,Male,36,87F  ,M20-543,NO INSURANCE VERIF,White,Female,20
-752698,27-Dec-20,Warning,White,Male,36,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,20
-751769,27-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,46
-751770,27-Dec-20,Warning,White,Male,31,87F  ,M20-510,IMP REGISTRATION,White,Female,46
-751775,27-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,43
-752894,27-Dec-20,Warning,White,Male,34,87F  ,M20-602,IMP EQUIP/CARS,White,Female,27
-752895,27-Dec-20,Warning,White,Male,34,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,27
-752891,27-Dec-20,Warning,White,Male,34,87F  ,M20-540,FAIL TO SIGNAL,White,Female,32
-752892,27-Dec-20,Warning,White,Male,34,87F  ,M20-510,IMP REGISTRATION,White,Female,32
-752893,27-Dec-20,Warning,White,Male,34,87F  ,M20-543,NO INSURANCE VERIF,White,Female,32
-752930,27-Dec-20,Warning,White,Male,27,87F  ,M20-540,FAIL TO SIGNAL,White,Male,24
-752928,27-Dec-20,Warning,White,Male,27,87F  ,M20-602,IMP EQUIP/CARS,White,Male,18
-752929,27-Dec-20,Warning,White,Male,27,87F  ,M20-543,NO INSURANCE VERIF,White,Male,18
-752890,27-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Female,23
-752889,27-Dec-20,Traffic,White,Male,34,87F  ,M20-1001,EXC SPEEDING,White,Male,18
-752888,27-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Male,43
-752887,26-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,Black,Male,21
-752886,26-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Male,29
-752393,26-Dec-20,Warning,White,Male,23,87F  ,M20-602,IMP EQUIP/CARS,Unknown,Female,45
-752394,26-Dec-20,Warning,White,Male,23,87F  ,M20-543,NO INSURANCE VERIF,Unknown,Female,45
-752885,26-Dec-20,Warning,White,Male,34,87F  ,M20-1002,SPEEDING,White,Male,51
-752587,26-Dec-20,Warning,White,Male,33,87F  ,M20-602,IMP EQUIP/CARS,Black,Female,57
-752588,26-Dec-20,Warning,White,Male,33,87F  ,M20-1002,SPEEDING,Black,Female,57
-752589,26-Dec-20,Warning,White,Male,33,87F  ,M20-543,NO INSURANCE VERIF,Black,Female,57
-752590,26-Dec-20,Warning,White,Male,33,87F  ,M20-510,IMP REGISTRATION,Black,Female,57
-752926,26-Dec-20,Warning,White,Male,27,87F  ,M20-602,IMP EQUIP/CARS,White,Female,31
-752927,26-Dec-20,Warning,White,Male,27,87F  ,M20-510,IMP REGISTRATION,White,Female,31
-752585,26-Dec-20,Warning,White,Male,33,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Male,19
-752586,26-Dec-20,Warning,White,Male,33,87F  ,M20-510,IMP REGISTRATION,White,Male,19
-752884,26-Dec-20,Traffic,White,Male,34,87F  ,M20-1001,EXC SPEEDING,Unknown,Male,34
-752883,26-Dec-20,Traffic,White,Male,34,87F  ,M20-1001,EXC SPEEDING,White,Female,28
-752583,26-Dec-20,Warning,White,Male,33,87F  ,M20-602,IMP EQUIP/CARS,White,Female,44
-752584,26-Dec-20,Warning,White,Male,33,87F  ,M20-543,NO INSURANCE VERIF,White,Female,44
-752925,26-Dec-20,Warning,White,Male,27,87F  ,M20-536,IMP RIGHT TURN,White,Male,44
-753009,26-Dec-20,Warning,White,Male,39,87F  ,M20-602,IMP EQUIP/CARS,White,Female,21
-753010,26-Dec-20,Warning,White,Male,39,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,21
-752581,26-Dec-20,Warning,White,Male,33,87F  ,M20-602,IMP EQUIP/CARS,White,Female,17
-752582,26-Dec-20,Warning,White,Male,33,87F  ,M20-510,IMP REGISTRATION,White,Female,17
-752882,26-Dec-20,Warning,White,Male,34,87F  ,M20-540,FAIL TO SIGNAL,White,Female,70
-752579,26-Dec-20,Warning,White,Male,33,87F  ,M20-602,IMP EQUIP/CARS,White,Female,29
-752580,26-Dec-20,Warning,White,Male,33,87F  ,M20-510,IMP REGISTRATION,White,Female,29
-751975,26-Dec-20,Warning,White,Male,28,87F  ,M20-602,IMP EQUIP/CARS,White,Female,20
-752881,26-Dec-20,Traffic,White,Male,34,87F  ,M20-1001,EXC SPEEDING,White,Female,20
-751760,26-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Male,21
-751761,26-Dec-20,Warning,White,Male,31,87F  ,M20-510,IMP REGISTRATION,White,Male,21
-751771,26-Dec-20,Traffic,White,Male,24,87F  ,M20-1110,DIS TRAF SIG/YELLOW,White,Male,21
-751772,26-Dec-20,Traffic,White,Male,24,87F  ,M20-543,NO INSURANCE VERIF,White,Male,21
-752412,26-Dec-20,Traffic,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,17
-752695,26-Dec-20,Warning,White,Male,36,87F  ,M20-510,IMP REGISTRATION,Unknown,Female,37
-752694,26-Dec-20,Warning,White,Male,36,87F  ,M20-541,IMP U-TURN,White,Male,63
-751927,26-Dec-20,Warning,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Female,16
-751928,26-Dec-20,Warning,White,Male,31,87F  ,M20-510,IMP REGISTRATION,White,Female,16
-752692,26-Dec-20,Warning,White,Male,36,87F  ,M20-502A1,INATTENTIVE DRIVING,Unknown,Female,30
-752693,26-Dec-20,Warning,White,Male,36,87F  ,M20-602,IMP EQUIP/CARS,Unknown,Female,30
-752763,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Male,51
-751757,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Male,40
-752762,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Male,18
-752691,26-Dec-20,Warning,White,Male,36,87F  ,M20-602,IMP EQUIP/CARS,White,Male,20
-751756,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Female,25
-751926,26-Dec-20,Warning,White,Male,31,87F  ,M20-1001,EXC SPEEDING,White,Male,56
-751753,26-Dec-20,Traffic,White,Male,30,87F  ,M20-509C1,DUR,Black,Male,36
-751754,26-Dec-20,Traffic,White,Male,33,87F  ,M20-809,FAIL TO YIELD,Asian,Male,44
-752761,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Male,23
-752760,26-Dec-20,Warning,White,Male,41,87F  ,M20-510,IMP REGISTRATION,White,Male,81
-752689,26-Dec-20,Warning,White,Male,36,87F  ,M20-510,IMP REGISTRATION,White,Female,59
-752690,26-Dec-20,Traffic,White,Male,36,87F  ,M20-543,NO INSURANCE VERIF,White,Female,59
-752759,26-Dec-20,Warning,White,Male,41,87F  ,M20-1002,SPEEDING,Unknown,Male,55
-752688,26-Dec-20,Warning,White,Male,36,87F  ,M20-541,IMP U-TURN,White,Male,57
-751762,26-Dec-20,Traffic,White,Male,41,87F  ,M20-510,IMP REGISTRATION,White,Male,36
-751763,26-Dec-20,Traffic,White,Male,41,87F  ,M20-509,DR W/O LICENSE,White,Male,36
-751758,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Female,24
-751759,26-Dec-20,Traffic,White,Male,41,87F  ,M20-1001,EXC SPEEDING,White,Male,19
-751925,26-Dec-20,Warning,White,Male,41,87F  ,M20-510,IMP REGISTRATION,White,Male,19
-752758,26-Dec-20,Warning,White,Male,41,87F  ,M20-1002,SPEEDING,Unknown,Female,37
-752686,26-Dec-20,Warning,White,Male,36,87F  ,M20-541,IMP U-TURN,White,Female,35
-752687,26-Dec-20,Warning,White,Male,36,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,35
-752757,26-Dec-20,Warning,White,Male,41,87F  ,M20-1002,SPEEDING,White,Female,55
-752756,26-Dec-20,Warning,White,Male,41,87F  ,M20-1002,SPEEDING,White,Male,50
-752685,26-Dec-20,Warning,White,Male,36,87F  ,M20-1110,DIS TRAF SIG/YELLOW,White,Female,20
-753268,26-Dec-20,Parking,White,Female,,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
