TicketID,TicketDatetime,TicketType,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,SubjectRace,SubjectGender,SubjectAge
-746478,30-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746477,30-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746476,30-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746475,30-Sep-20,Warning,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746474,30-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746410,30-Sep-20,Traffic,,,,87F  ,M20-1001,EXC SPEEDING,White,Female,19
-746473,30-Sep-20,Parking,White,Male,61,87F  ,20-802(2),NOT PARKED WITHIN LINES/METER ZONE,Unknown,Unknown,40
-746366,30-Sep-20,Parking,White,Female,59,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-747475,30-Sep-20,Warning,White,Male,31,87F  ,M20-502B,CARELESS DRIVING,White,Male,40
-746356,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Female,79
-746423,30-Sep-20,Warning,White,Male,37,87F  ,M20-509,DR W/O LICENSE,White,Female,36
-746422,30-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Female,36
-746421,30-Sep-20,Traffic,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Female,36
-746406,30-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746420,30-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Male,53
-746419,30-Sep-20,Warning,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Male,53
-746379,30-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746405,30-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746378,30-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746418,30-Sep-20,Traffic,White,Male,37,87F  ,M20-509,DR W/O LICENSE,White,Female,21
-746417,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,21
-746377,30-Sep-20,Parking,Black,Male,40,87F  ,20-802(2),NOT PARKED WITHIN LINES/METER ZONE,Unknown,Unknown,40
-746376,30-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746365,30-Sep-20,Warning,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Female,20
-746416,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1002,SPEEDING,White,Female,19
-746375,30-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746355,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,60
-746415,30-Sep-20,Warning,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Male,19
-746354,30-Sep-20,Traffic,White,Male,55,87F  ,M20-810,FAIL TO STOP,White,Female,75
-746414,30-Sep-20,Warning,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,26
-746413,30-Sep-20,Warning,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,41
-746404,30-Sep-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-746403,30-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746436,30-Sep-20,Warning,White,Male,40,87F  ,M20-810,FAIL TO STOP,White,Female,48
-746353,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,23
-746600,30-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Male,27
-746402,30-Sep-20,Warning,White,Male,61,87F  ,20-801(3),MORE THAN 18 FROM CURB/RDWAY EDGE,Unknown,Unknown,40
-746599,30-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,Asian,Male,24
-746374,30-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746435,30-Sep-20,Warning,White,Male,40,87F  ,M20-536,IMP RIGHT TURN,Unknown,Male,40
-746364,30-Sep-20,Traffic,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Male,60
-746352,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,60
-746434,30-Sep-20,Warning,White,Male,40,87F  ,M20-538,IMP LANE CHANGE,White,Female,33
-746433,30-Sep-20,Warning,White,Male,40,87F  ,M20-536,IMP RIGHT TURN,White,Female,33
-746373,30-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746363,30-Sep-20,Warning,White,Male,36,87F  ,M20-1001,EXC SPEEDING,Black,Female,23
-746598,30-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,Black,Female,23
-746351,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1002,SPEEDING,White,Female,21
-746350,30-Sep-20,Traffic,White,Male,55,87F  ,M20-543,NO INSURANCE VERIF,White,Female,21
-746412,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,48
-746362,30-Sep-20,Warning,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Female,29
-746348,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1002,SPEEDING,White,Male,48
-746347,30-Sep-20,Warning,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Male,38
-746346,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Male,38
-746345,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1002,SPEEDING,White,Female,34
-746597,30-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Male,23
-746344,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Male,27
-746343,30-Sep-20,Traffic,White,Male,37,87F  ,M20-509C2,DUS,Black,Male,43
-746342,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,Black,Male,43
-746349,30-Sep-20,Traffic,White,Male,55,87F  ,M20-1002,SPEEDING,White,Male,22
-746341,30-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Male,51
-746340,30-Sep-20,Warning,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Male,51
-746339,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Male,51
-746338,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,61
-746337,30-Sep-20,Traffic,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Female,22
-746336,30-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,22
-746428,29-Sep-20,Warning,White,Male,30,87F  ,M20-602,IMP EQUIP/CARS,Black,Male,23
-746329,29-Sep-20,Warning,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746328,29-Sep-20,Warning,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746327,29-Sep-20,Warning,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746326,29-Sep-20,Warning,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746325,29-Sep-20,Warning,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746324,29-Sep-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746323,29-Sep-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746322,29-Sep-20,Parking,White,Female,,87F  ,20-802(2),NOT PARKED WITHIN LINES/METER ZONE,Unknown,Unknown,40
-746321,29-Sep-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746320,29-Sep-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746319,29-Sep-20,Parking,White,Female,,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746318,29-Sep-20,Warning,White,Male,34,87F  ,M20-602,IMP EQUIP/CARS,White,Female,20
-746317,29-Sep-20,Traffic,White,Male,34,87F  ,M20-1109,DIS TRAF SIG/RED,White,Female,20
-746335,29-Sep-20,Traffic,White,Male,53,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Female,21
-746316,29-Sep-20,Traffic,White,Male,34,87F  ,M20-608B,PASSENGER SB VIOL,White,Male,32
-746315,29-Sep-20,Traffic,White,Male,34,87F  ,M20-608,SEATBELT VIOL,White,Female,27
-746409,29-Sep-20,Warning,,,,87F  ,M20-509,DR W/O LICENSE,White,Male,25
-746408,29-Sep-20,Warning,,,,87F  ,M20-510,IMP REGISTRATION,White,Male,25
-746333,29-Sep-20,Traffic,White,Female,42,87F  ,M20-519,RECKLESS DRIVING,White,Male,33
-746333,29-Sep-20,Traffic,Unknown,Not Applicable,,87F  ,M20-519,RECKLESS DRIVING,White,Male,33
-746314,29-Sep-20,Traffic,White,Male,34,87F  ,M20-1002,SPEEDING,White,Male,20
-746334,29-Sep-20,Traffic,White,Male,53,87F  ,M20-502A,FAIL DEV TIME/ATTEN,White,Female,20
-746291,29-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Female,21
-746290,29-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,51
-746289,29-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Female,29
-746331,29-Sep-20,Traffic,White,Male,52,87F  ,M20-502A,FAIL DEV TIME/ATTEN,Black,Female,20
-746429,29-Sep-20,Warning,White,Male,33,87F  ,M20-809,FAIL TO YIELD,White,Female,75
-746313,29-Sep-20,Warning,Black,Male,40,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-746312,29-Sep-20,Warning,Black,Male,40,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-746284,29-Sep-20,Traffic,White,Male,37,87F  ,M20-608,SEATBELT VIOL,White,Female,22
-746283,29-Sep-20,Warning,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Male,33
-746401,29-Sep-20,Warning,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746400,29-Sep-20,Parking,White,Male,61,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-746399,29-Sep-20,Warning,White,Male,61,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746398,29-Sep-20,Warning,White,Male,61,87F  ,20-815,OVERSIZE VEH/RESIDENTIAL,Unknown,Unknown,40
-746397,29-Sep-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-746396,29-Sep-20,Parking,White,Male,61,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746395,29-Sep-20,Warning,White,Male,61,87F  ,20-805(12),SIDEWALK,Unknown,Unknown,40
-746394,29-Sep-20,Warning,White,Male,61,87F  ,20-805(12),SIDEWALK,Unknown,Unknown,40
-746311,29-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746310,29-Sep-20,Warning,Black,Male,40,87F  ,20-806(2),15 FT OF FIRE HYDRANT,Unknown,Unknown,40
-746298,29-Sep-20,Traffic,White,Male,36,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,29
-746297,29-Sep-20,Traffic,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Female,29
-746309,29-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746393,29-Sep-20,Warning,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746596,29-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Male,29
-746308,29-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746307,29-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746282,29-Sep-20,Warning,White,Male,37,87F  ,M20-538,IMP LANE CHANGE,White,Female,35
-746281,29-Sep-20,Warning,White,Male,37,87F  ,M20-540,FAIL TO SIGNAL,White,Female,35
-746280,29-Sep-20,Warning,White,Male,37,87F  ,M20-540,FAIL TO SIGNAL,White,Female,35
-746279,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,35
-746595,29-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Female,35
-746296,29-Sep-20,Traffic,White,Male,36,87F  ,M20-1002,SPEEDING,White,Female,46
-746278,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,24
-746277,29-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Female,24
-746276,29-Sep-20,Traffic,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Female,24
-746288,29-Sep-20,Warning,White,Male,55,87F  ,M20-1002,SPEEDING,White,Male,66
-746594,29-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,Asian,Female,33
-746392,29-Sep-20,Warning,White,Male,61,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-746391,29-Sep-20,Warning,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746295,29-Sep-20,Traffic,White,Male,36,87F  ,M20-1001,EXC SPEEDING,White,Female,45
-746287,29-Sep-20,Traffic,White,Male,55,87F  ,M20-510,IMP REGISTRATION,White,Female,44
-746275,29-Sep-20,Traffic,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Male,66
-746274,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1002,SPEEDING,White,Male,66
-746273,29-Sep-20,Traffic,White,Male,37,87F  ,M20-608,SEATBELT VIOL,White,Male,66
-746593,29-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Male,74
-746390,29-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746389,29-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746306,29-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746305,29-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746304,29-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746388,29-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746592,29-Sep-20,Traffic,White,Male,54,87F  ,M20-1002,SPEEDING,White,Male,37
-746591,29-Sep-20,Traffic,White,Male,54,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Male,37
-746272,29-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Female,25
-746271,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,25
-746387,29-Sep-20,Parking,White,Male,61,87F  ,20-807(1)H,SIGN: NO PARKING 8 TO 5,Unknown,Unknown,40
-746303,29-Sep-20,Warning,Black,Male,40,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-746302,29-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746386,29-Sep-20,Parking,White,Male,61,87F  ,20-807(1)I,SIGN: NO PARKING ZONE,Unknown,Unknown,40
-746286,29-Sep-20,Traffic,White,Male,55,87F  ,M20-1002,SPEEDING,White,Female,31
-746285,29-Sep-20,Traffic,White,Male,55,87F  ,M20-510,IMP REGISTRATION,White,Female,31
-746301,29-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746300,29-Sep-20,Warning,Black,Male,40,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-746299,29-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746385,29-Sep-20,Warning,White,Male,61,87F  ,20-805(7),AGAINST TRAFFIC,Unknown,Unknown,40
-746270,29-Sep-20,Warning,White,Male,37,87F  ,M20-510,IMP REGISTRATION,White,Female,24
-746269,29-Sep-20,Warning,White,Male,37,87F  ,M20-602,IMP EQUIP/CARS,White,Female,24
-746268,29-Sep-20,Warning,White,Male,37,87F  ,M20-543,NO INSURANCE VERIF,White,Female,24
-746267,29-Sep-20,Warning,White,Male,37,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Female,24
-746266,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,24
-746265,29-Sep-20,Traffic,White,Male,37,87F  ,M20-1001,EXC SPEEDING,White,Female,34
-746188,28-Sep-20,Warning,White,Male,31,87F  ,M20-543,NO INSURANCE VERIF,White,Male,22
-746187,28-Sep-20,Warning,White,Male,31,87F  ,M20-602,IMP EQUIP/CARS,White,Male,22
-746261,28-Sep-20,Warning,White,Male,27,87F  ,M20-543,NO INSURANCE VERIF,White,Male,24
-746260,28-Sep-20,Warning,White,Male,27,87F  ,M20-510,IMP REGISTRATION,White,Male,24
-746259,28-Sep-20,Warning,White,Male,27,87F  ,M20-602,IMP EQUIP/CARS,White,Male,24
-746424,28-Sep-20,Warning,White,Male,39,87F  ,M20-1110,DIS TRAF SIG/YELLOW,White,Male,37
-746192,28-Sep-20,Warning,White,Male,34,87F  ,M20-809,FAIL TO YIELD,White,Female,22
-746191,28-Sep-20,Warning,White,Male,34,87F  ,M20-510,IMP REGISTRATION,White,Male,28
-746190,28-Sep-20,Warning,White,Male,34,87F  ,M20-520,IMP LANE USE,White,Male,28
-746189,28-Sep-20,Traffic,White,Male,34,87F  ,M20-608,SEATBELT VIOL,White,Male,28
-746148,28-Sep-20,Parking,White,Female,59,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746147,28-Sep-20,Warning,White,Female,59,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-746146,28-Sep-20,Warning,White,Female,59,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-746590,28-Sep-20,Traffic,White,Male,54,87F  ,M20-608,SEATBELT VIOL,White,Male,34
-746164,28-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746163,28-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746162,28-Sep-20,Parking,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746161,28-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746160,28-Sep-20,Warning,Black,Male,40,87F  ,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,40
-746159,28-Sep-20,Parking,Black,Male,40,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746145,28-Sep-20,Parking,White,Female,59,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-746186,28-Sep-20,Parking,White,Male,61,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746185,28-Sep-20,Parking,White,Male,61,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-746144,28-Sep-20,Parking,White,Female,59,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-746183,28-Sep-20,Parking,White,Male,61,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746182,28-Sep-20,Parking,White,Male,61,87F  ,20-805(11),ALLEY/LESS THAN 10 FT CLEARANCE,Unknown,Unknown,40
-746143,28-Sep-20,Parking,White,Female,59,87F  ,20-807(1)A,SIGN: NO PARKING ANY TIME,Unknown,Unknown,40
-746181,28-Sep-20,Parking,White,Male,61,87F  ,20-805(11),ALLEY/LESS THAN 10 FT CLEARANCE,Unknown,Unknown,40
-746142,28-Sep-20,Warning,White,Female,59,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-746257,28-Sep-20,Traffic,White,Male,39,87F  ,M20-602,IMP EQUIP/CARS,White,Male,51
-746256,28-Sep-20,Traffic,White,Male,39,87F  ,M20-809,FAIL TO YIELD,White,Male,51
-746218,28-Sep-20,Traffic,White,Male,39,87F  ,M20-602,IMP EQUIP/CARS,White,Male,51
-746217,28-Sep-20,Traffic,White,Male,39,87F  ,M20-809,FAIL TO YIELD,White,Male,51
-746180,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746141,28-Sep-20,Warning,White,Female,59,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-746140,28-Sep-20,Warning,White,Female,59,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746133,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,28
-746132,28-Sep-20,Traffic,White,Male,55,87F  ,M20-509A,DR W/O DL IN POSSESSION,White,Male,28
-746179,28-Sep-20,Warning,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746178,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746177,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746176,28-Sep-20,Warning,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746131,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,60
-746175,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746139,28-Sep-20,Warning,White,Female,59,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746158,28-Sep-20,Parking,Black,Male,40,87F  ,20-807(2)D,YELLOW CURB,Unknown,Unknown,40
-746174,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746173,28-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746120,28-Sep-20,Warning,White,Male,54,87F  ,M20-1001,EXC SPEEDING,Unknown,Female,34
-746172,28-Sep-20,Parking,White,Male,61,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746157,28-Sep-20,Parking,Black,Male,40,87F  ,20-817,ACCESSIBLE PARKING,Unknown,Unknown,40
-746171,28-Sep-20,Warning,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746170,28-Sep-20,Parking,White,Male,61,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746119,28-Sep-20,Traffic,White,Male,54,87F  ,M20-1103,DIS TRAF CONT DEV,White,Male,22
-746130,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,46
-746156,28-Sep-20,Warning,Black,Male,40,87F  ,20-816,NO VALID TAG,Unknown,Unknown,40
-746155,28-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746138,28-Sep-20,Warning,White,Female,59,87F  ,20-807(2)A,OVER 24 HOURS,Unknown,Unknown,40
-746137,28-Sep-20,Warning,White,Female,59,87F  ,20-815,OVERSIZE VEH/RESIDENTIAL,Unknown,Unknown,40
-746129,28-Sep-20,Traffic,White,Male,55,87F  ,M20-543,NO INSURANCE VERIF,White,Male,24
-746128,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1002,SPEEDING,White,Male,24
-746154,28-Sep-20,Warning,Black,Male,40,87F  ,20-802(2),NOT PARKED WITHIN LINES/METER ZONE,Unknown,Unknown,40
-746153,28-Sep-20,Parking,Black,Male,40,87F  ,20-803(1),EXPIRED METER,Unknown,Unknown,40
-746127,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1103,DIS TRAF CONT DEV,White,Female,20
-746126,28-Sep-20,Traffic,White,Male,55,87F  ,M20-1001,EXC SPEEDING,White,Male,25
